,x0,x1,target
73,10.842805,17.682764,4
74,4.277878,6.465314,8
75,-5.9042244,-1.2465123,0
76,4.805765,13.067606,9
77,10.192623,16.866234,4
78,10.716059,16.505123,4
79,-6.4907455,-1.8081888,0
80,-6.1104503,-1.5007833,0
81,14.388249,7.996375,7
82,3.3493793,5.009146,8
83,15.275151,7.879033,7
84,1.6049739,-2.6764514,6
85,15.59487,6.6518073,7
86,13.810787,-4.448707,1
87,2.2957387,-3.5394006,6
88,-6.627176,-2.8713217,0
89,-6.3196464,-2.1018095,0
90,3.2213643,-3.804266,6
91,4.903479,6.2647743,8
92,10.080582,17.370737,4
93,0.055657666,-2.3744335,6
94,9.179681,1.5152332,2
95,9.521322,15.576918,4
96,-6.7888465,-2.9031205,0
97,8.505077,0.60557187,2
98,10.5899105,17.128859,4
99,3.4635754,6.289154,8
100,9.7961,16.006361,4
101,-5.661415,-3.3470554,0
102,10.85104,-3.897061,1
103,3.439406,4.5927672,8
104,9.180633,17.682575,4
105,2.997581,4.661221,8
106,-2.1250083,10.696788,3
107,3.3943658,5.6024046,8
108,3.9885108,5.105284,8
109,14.323136,8.057899,7
110,-1.5860335,10.587139,3
111,5.7868953,12.842728,9
112,2.2939172,-2.3927202,6
113,4.773942,12.929135,9
114,2.6068377,-1.590448,6
115,-5.912784,5.060897,5
116,10.438946,1.0790046,2
117,-5.1840153,-3.642176,0
118,15.022011,7.8693395,7
119,-1.1931703,11.820133,3
120,10.813408,1.4010402,2
121,4.760102,12.806584,9
122,13.211936,-4.2896094,1
123,9.94685,2.7140915,2
124,14.383194,8.805555,7
125,2.4736125,-3.3479645,6
126,3.626738,5.808077,8
127,10.457841,17.34434,4
128,-5.9122806,-1.6763275,0
129,11.184773,17.110071,4
130,3.0739741,-2.97373,6
131,5.3197827,11.380896,9
132,11.403268,16.519884,4
133,-6.1979485,-1.951843,0
134,14.078767,-4.0218716,1
135,2.968833,4.432889,8
136,3.5040934,5.3553643,8
137,15.144641,8.063909,7
138,-2.0794234,11.334935,3
139,11.41608,15.183966,4
140,2.8947282,4.67214,8
141,-6.2197533,-1.8918905,0
142,-1.4463916,12.335169,3
143,9.079001,1.2188593,2
144,4.6333003,11.678226,9
145,4.2670217,5.8536572,8
146,-5.8369107,-2.8376455,0
147,-5.8762727,-3.5501087,0
148,-0.42450988,10.947625,3
149,10.810517,-4.315001,1
150,-2.3006587,11.027415,3
151,3.88594,5.82556,8
152,0.2143572,-2.0998042,6
153,1.359349,-1.401651,6
154,9.135497,16.823046,4
155,9.7622,17.534815,4
156,15.665962,8.250791,7
157,4.8743787,11.89935,9
158,6.61629,13.275763,9
159,11.172399,-4.0554957,1
160,12.2719965,8.247579,7
161,10.388619,1.2922697,2
162,14.449572,0.30760455,7
163,-6.444466,-2.5698245,0
164,9.264235,1.6824186,2
165,12.544105,-5.110299,1
166,11.259299,-3.7479365,1
167,10.309415,2.4594421,2
168,10.478304,2.653713,2
169,-5.2675815,7.125017,5
170,-0.96879077,12.16147,3
171,14.639396,7.1179333,7
172,2.5446215,-3.2224865,6
173,9.665925,2.9000907,2
174,4.779652,5.0820036,8
175,5.1407356,5.674972,8
176,11.367258,-4.533965,1
177,-5.8654757,-2.9572713,0
178,9.782736,18.01441,4
179,-4.9196033,6.0907154,5
180,4.702275,5.279066,8
181,4.188157,5.008606,8
182,10.37749,1.1113082,7
183,-5.8300424,-2.474742,0
184,15.963328,7.50061,7
185,14.4351845,0.34754857,1
186,-7.09475,5.724642,5
187,10.304233,1.5536286,2
188,-5.2084174,-2.6501772,0
189,-5.553217,5.5261655,5
190,5.5698256,12.877625,9
191,14.480961,8.602391,7
192,1.9585553,-3.4368243,6
193,14.496186,9.01572,7
194,2.5291677,-3.2047353,6
195,-6.6056547,5.7321157,5
196,-2.0353172,10.203742,3
197,2.4592826,-1.7677268,6
198,-2.5468364,11.167086,3
199,-5.1476564,5.77363,5
200,-6.8309836,-2.5283473,0
201,10.345482,18.522314,4
202,4.2712607,4.77731,8
203,14.608593,8.74315,7
204,6.3007817,12.714117,9
205,15.642848,7.3138204,7
206,-5.3945394,-1.207681,0
207,10.612108,1.8567171,2
208,3.221265,-3.414954,6
209,-5.4027176,-3.6211982,0
210,4.6615453,4.5543857,8
211,-0.26844102,-2.5196564,6
212,10.456471,17.37111,4
213,4.2799296,11.368224,9
214,3.5898979,5.210777,8
215,6.5569234,11.565578,9
216,-4.610475,-2.479585,0
217,-5.911867,-1.2818598,0
218,3.4544015,4.4236774,8
219,2.8391166,4.746302,8
220,4.1994333,4.8961015,8
221,-5.056741,-1.5405561,0
222,5.011113,12.387091,9
223,4.0955243,6.831715,8
224,13.837264,-4.9267097,1
225,-5.224219,-2.9663033,0
226,4.6626387,5.344319,8
227,4.564583,12.322559,9
228,8.695872,0.15587863,2
229,6.956447,12.711838,9
230,6.946463,12.88988,9
231,-5.4300294,-1.1661841,0
232,14.015175,-4.145368,1
233,-6.357524,6.5415144,5
234,-2.2505908,12.408708,3
235,15.415387,6.7329025,7
236,14.162163,8.082189,7
237,12.715899,-5.0160894,1
238,5.545885,5.5800157,8
239,-5.0047135,-2.71318,0
240,14.19303,8.210999,7
241,-6.0816617,-3.2703357,0
242,9.369826,2.4625921,2
243,9.614075,17.947433,4
244,7.4393373,0.59841865,2
245,3.0712826,5.174679,8
246,-6.2859178,6.9412737,5
247,15.810527,6.449665,7
248,10.3874035,1.0390351,2
249,-5.5068483,6.277098,5
250,11.49553,-5.636868,1
251,1.0207825,-1.0805588,6
252,15.247377,6.8586354,7
253,-7.0774517,7.2974005,5
254,4.1627502,5.3317757,8
255,-1.8529108,11.538608,3
256,15.916646,8.26781,7
257,-5.7449503,-2.5234792,0
258,6.680967,11.561585,9
259,11.723922,-4.704536,1
260,8.050923,0.99402934,2
261,1.9545826,-2.4881992,6
262,1.7518023,-2.433106,6
263,3.3449178,5.1818433,8
264,5.548317,13.713395,9
265,-5.6184735,-2.496366,0
266,14.232594,8.909463,7
267,1.8427054,-3.3520055,6
268,-0.88202333,10.211227,3
269,7.0583606,12.207872,9
270,5.117462,5.1666837,8
271,6.7290354,11.70734,9
272,9.832167,16.904556,4
273,1.2384923,-1.8579551,6
274,-5.114386,-0.894191,0
275,3.3447745,5.8933053,8
276,6.531121,13.395198,9
277,13.268815,-4.115358,1
278,-0.9312125,10.822341,3
279,11.02571,15.820879,4
280,9.929299,17.813364,4
281,10.476892,16.691679,4
282,13.927605,-3.677286,1
283,-0.51543826,10.863761,3
284,-1.5893075,12.327469,3
285,15.977564,6.7049184,7
286,-0.94303995,12.243105,3
287,-0.7584087,12.098038,3
288,2.8770607,4.9490952,8
289,6.0044174,12.243705,9
290,8.688443,0.30352592,2
291,-6.595162,-2.0412462,0
292,-0.91984296,11.827163,3
293,14.347333,8.462215,7
294,4.3390956,6.139647,8
295,10.400831,17.93954,4
296,9.918398,17.94226,4
297,-7.1818514,5.829841,5
298,10.023628,1.2978809,2
299,-1.6937833,11.949828,3
300,6.57259,11.737729,9
301,16.362171,6.858749,7
302,5.124606,12.791713,9
303,6.0066338,11.655954,9
304,-5.3981323,7.201339,5
305,-1.3363653,12.033879,3
306,9.125285,0.21360955,2
307,4.6769123,5.2845187,8
308,15.592191,8.657384,7
309,-5.9292345,-3.3516278,0
310,11.451208,-4.8545694,1
311,3.2847185,5.7504373,3
312,15.7170105,7.6787305,7
313,9.665753,2.4430866,2
314,-2.0361805,11.155278,3
315,11.070364,-3.8317583,1
316,12.443723,-4.0928993,1
317,-7.0957155,7.215382,5
318,12.882037,-3.8329234,1
319,4.461337,5.2345924,8
320,5.2514973,11.568884,9
321,5.7391124,13.068421,9
322,12.649672,8.969243,7
323,9.892188,2.8591502,2
324,12.956259,-3.436406,1
325,10.639443,1.2558349,2
326,3.3152921,-4.191088,6
327,5.5965075,5.8824167,8
328,12.271007,-3.8765662,1
329,-5.912905,-3.2866282,0
330,13.068826,8.786026,7
331,-5.7703505,6.1311855,5
332,-6.5914083,-3.494819,0
333,13.20372,-4.1431627,1
334,10.391365,1.8992944,2
335,7.4729333,13.099261,9
336,4.0212274,6.1030116,8
337,-7.1655107,7.051668,5
338,14.419863,8.498036,7
339,12.181218,-4.9534016,1
340,2.9349494,4.6457086,8
341,5.1459603,13.813025,9
342,14.161062,-3.98056,1
343,2.0905602,-1.86623,6
344,9.919006,2.1758485,2
345,-6.837037,-3.373814,0
346,8.1859,-0.019424306,2
347,14.193574,-3.2703714,1
348,9.194571,2.171823,2
349,-6.1145577,5.597509,5
350,3.953075,11.179185,9
351,11.931193,-5.006484,1
352,13.58591,-4.2789674,1
353,5.467227,5.472262,8
354,13.919128,-3.7136781,1
355,4.647295,5.373648,8
356,-0.2540005,12.062081,3
357,1.9462525,-2.1602027,6
358,-1.6716444,9.971815,3
359,12.039113,-4.5997567,1
360,-1.5419706,12.519884,3
361,-6.744011,-3.127993,0
362,10.191065,18.056366,4
363,4.75504,11.593742,9
364,-5.9846,5.4564266,5
365,15.813506,7.851536,7
366,4.785126,6.082592,8
367,8.561531,1.2598805,2
368,-1.3171114,10.20679,3
369,5.960594,12.427939,9
370,-7.14977,-2.693212,0
371,13.533352,-3.238694,1
372,15.221063,8.659011,7
373,9.19052,17.661114,4
374,-4.7762885,-3.158376,0
375,5.0322566,12.006377,9
376,10.234685,2.118161,2
377,-0.5103052,12.07371,3
378,3.744784,5.5335703,8
379,14.366606,0.3920498,1
380,15.104993,7.8631434,7
381,9.63652,18.329384,4
382,12.571085,8.4535,7
383,3.8958938,11.128284,9
384,15.817955,8.414852,7
385,1.1318812,-1.3210266,6
386,15.1716795,7.9271636,7
387,4.430926,13.116735,9
388,8.245431,-0.062337883,2
389,2.9450634,-4.2880497,6
390,-1.9708455,10.648473,3
391,15.53529,7.1951976,7
392,-0.75191754,11.577689,3
393,15.106192,8.425518,7
394,13.184745,-5.2311864,1
395,7.7208924,0.46334347,2
396,12.760035,8.989194,7
397,-5.166386,-0.9163508,0
398,7.657044,0.6109296,2
399,14.032246,-4.9697948,1
400,10.989483,-3.982968,1
401,-7.568547,6.4600515,5
402,9.303287,18.03191,4
403,-2.3844008,10.687336,3
404,-6.4478416,5.2460046,5
405,7.70254,0.71822405,2
406,-1.4004172,11.256883,3
407,-5.938136,6.948794,5
408,13.781841,-5.1895843,1
409,12.064997,-5.3203197,1
410,8.906336,1.0592769,2
411,10.305523,1.2759556,2
412,-0.7732891,10.54123,3
413,14.153492,-4.5203447,1
414,16.27691,7.2224274,7
415,10.703279,16.629578,4
416,4.798935,12.798827,9
417,-6.745778,6.7493362,5
418,13.943922,-3.867873,1
419,-5.1444225,5.9674654,5
420,9.738567,15.426748,4
421,-5.7996435,5.761532,5
422,5.949994,11.876258,9
423,6.4128933,12.40912,9
424,-0.8809193,10.401375,3
425,5.489702,6.2092156,8
426,14.743404,7.116881,7
427,2.2099507,-1.6102849,6
428,-0.14519699,-2.6556516,6
429,-5.3980594,6.428564,5
430,-1.851687,9.993669,3
431,8.656973,0.46829486,2
432,9.985485,15.505737,4
433,2.3999858,-3.6003413,6
434,2.2603216,-1.5742999,6
435,13.973783,-3.7197776,1
436,-0.39534497,11.351285,3
437,15.229632,7.0969815,7
438,15.49535,7.7075014,7
439,12.714487,-4.065249,1
440,13.895336,-3.2869222,1
441,5.375286,12.28208,9
442,-5.9706435,-2.813724,0
443,10.031902,1.9401801,2
444,14.377096,0.38509986,1
445,-6.6486454,-1.9449496,0
446,-6.453063,-1.5931501,0
447,9.343484,0.68771225,2
448,5.6554627,12.627016,9
449,9.714137,17.53122,4
450,-5.362125,-1.6580096,0
451,10.888085,16.02687,4
452,2.2686405,-2.7753468,6
453,10.261547,17.839819,4
454,9.788753,17.295553,4
455,-1.3018465,11.163558,3
456,-5.413975,7.098964,5
457,14.27199,-3.0626342,1
458,-7.2112837,6.424527,5
459,6.445546,12.218713,9
460,-6.6315284,6.734494,5
461,13.91378,-3.8891952,1
462,-5.712697,-3.6232283,0
463,13.965173,-4.998927,1
464,16.27553,6.7119126,7
465,7.1925316,12.129893,9
466,15.799191,7.3346014,7
467,-7.315547,5.628903,5
468,-6.395447,-2.6879017,0
469,0.047615364,-2.583228,6
470,-6.422124,6.5515294,5
471,2.1120517,-2.6851234,6
472,15.940958,6.126437,7
473,-6.293717,-2.4379103,0
474,-1.3674111,10.959973,3
475,10.5961895,15.592884,4
476,13.662039,-3.0198026,1
477,9.022871,1.8571272,2
478,10.441566,16.88185,4
479,4.791675,5.1400347,8
480,5.8710227,6.181689,8
481,3.6960087,5.903739,8
482,14.587377,8.18947,7
483,5.1048136,5.429794,8
484,10.352297,17.248104,4
485,9.09741,1.4671214,2
486,2.1817865,-3.0931084,6
487,-6.1401196,-3.1689403,0
488,-6.612492,-2.7960029,0
489,-7.0618033,6.508187,5
490,13.139487,-5.186569,1
491,5.5695667,5.392827,8
492,11.359774,17.0845,4
493,9.404977,2.7304993,2
494,-5.785594,-2.8471203,0
495,14.117141,-5.2831235,1
496,14.418998,9.198896,7
497,8.983047,0.9043799,2
498,14.546675,8.936993,7
499,10.031681,16.771532,4
500,9.774567,18.400398,4
501,4.034411,5.728624,8
502,10.275171,16.10209,4
503,14.73688,8.325283,7
504,13.515219,-4.527371,1
505,-2.2058434,12.277795,3
506,-6.6140833,-2.7111547,0
507,4.137184,5.8474727,8
508,2.635941,-2.7272868,6
509,10.491149,17.22338,4
510,10.492452,17.659388,4
511,-5.8146243,6.6218443,5
512,8.380843,0.8340523,2
513,3.05763,4.865649,8
514,12.07507,-5.7535796,1
515,1.5852832,-2.768515,6
516,-1.8568021,10.929909,3
517,-7.4863677,6.7738323,5
518,10.643107,17.401686,4
519,9.984243,1.298719,2
520,12.763912,-4.327434,1
521,-1.6869243,10.488785,3
522,2.7639275,5.579586,8
523,-1.8611854,11.992508,3
524,9.869591,2.9913335,2
525,-7.3079042,6.8494754,5
526,2.856878,-3.0562835,6
527,-1.437705,12.232156,3
528,5.8174176,6.2237988,8
529,-1.2117501,12.509092,3
530,9.269454,17.317318,4
531,15.243624,6.1774635,7
532,5.500387,5.975439,8
533,9.762713,16.77892,4
534,10.019707,17.198761,4
535,9.54765,2.3185465,2
536,13.609218,9.275127,7
537,10.706703,17.379343,4
538,-2.5518596,11.576623,3
539,-0.83230454,11.05248,3
540,-5.9049053,-1.3454149,0
541,-5.562624,6.6702733,5
542,7.716454,-0.03602467,2
543,6.777153,12.047325,9
544,-2.1561952,10.357136,3
545,-2.198425,11.868552,3
546,-2.554347,10.735927,3
547,6.7906094,12.389582,9
548,1.6927168,-2.3159392,6
549,10.445264,1.8308164,2
550,5.0883384,12.604276,9
551,8.3551035,1.2795211,2
552,14.604062,8.816096,7
553,4.4216967,5.404698,8
554,9.280642,16.46045,4
555,3.0252256,-3.6226392,6
556,2.6152823,-1.9499462,6
557,10.700652,2.1122575,2
558,-7.609299,5.640404,5
559,11.673931,-5.105117,1
560,4.0601034,6.2544837,8
561,9.832287,17.934944,4
562,-6.162905,5.2080636,5
563,-4.979821,5.111622,5
564,-6.669814,-3.074301,0
565,4.9480867,13.403477,9
566,1.6830978,-2.9204018,6
567,5.427733,5.2484274,8
568,15.390339,7.6224213,7
569,9.550294,16.600359,4
570,4.6404366,13.401296,9
571,-6.765359,-1.9739922,0
572,10.466966,18.101074,4
573,9.901852,1.4258848,2
574,-0.58120275,10.6444,3
575,7.0224257,12.147401,9
576,12.23654,8.223999,7
577,-6.596159,-3.094716,0
578,5.4316435,12.25942,9
579,-6.226282,-3.2451456,0
580,10.406613,17.371387,4
581,3.0656033,5.7064943,8
582,4.899293,13.442916,9
583,10.211589,1.5124012,2
584,14.498958,6.7239614,7
585,10.235049,2.6897552,2
586,2.4722457,-3.3119884,6
587,9.451396,16.965534,4
588,15.139156,6.298802,7
589,10.061472,16.458618,4
590,7.628648,0.07879794,2
591,10.18433,17.25557,4
592,5.470176,12.949461,9
593,5.2223063,5.2440796,8
594,6.839549,11.795045,9
595,-6.492274,-2.6909757,0
596,4.408563,12.858562,9
597,14.60843,8.366811,7
598,11.529064,16.461866,4
599,7.570858,1.0982019,2
600,14.467129,-2.5250454,1
601,7.8593035,0.97335744,2
602,14.031971,-3.041856,1
603,3.606855,5.3953047,8
604,2.4097216,-3.3009582,6
605,-0.3198973,10.941881,3
606,-5.2465687,6.9758983,5
607,3.4782581,5.3172517,8
608,4.5461917,13.0158825,9
609,11.844616,-5.3906145,1
610,10.174519,18.255833,4
611,-2.3086426,10.690483,3
612,-4.8653965,-3.0578053,0
613,0.78793913,-2.6593204,6
614,15.347793,6.539112,7
615,-6.8135753,-2.5087876,0
616,1.4755431,-2.942815,6
617,-5.039442,5.156745,5
618,-6.2532616,6.9776325,5
619,13.7315,-4.826441,1
620,-2.1862729,10.06372,3
621,3.791466,5.4530454,8
622,-0.30380723,10.544922,3
623,-2.3654258,12.040215,3
624,14.187886,8.796647,7
625,-1.7990934,11.38345,3
626,10.720476,2.4051375,2
627,4.4683537,12.771305,9
628,7.7706323,-0.0140692545,2
629,2.9248939,4.470304,8
630,6.6357727,12.254784,9
631,-6.8094845,-3.2880752,0
632,4.05903,11.418118,9
633,4.2680264,5.606521,8
634,14.938184,6.150713,7
635,10.173759,1.9025801,2
636,13.6552725,-3.9508967,1
637,4.203264,4.605535,8
638,-4.972546,-1.5969759,0
639,-1.0679622,11.029018,3
640,13.837125,-4.81311,1
641,5.4215074,13.479671,9
642,-7.5494676,6.3247533,5
643,8.592875,0.49846676,2
644,9.233919,1.54708,2
645,10.342205,15.534308,4
646,13.431652,-3.7551236,1
647,5.193758,11.848577,9
648,-2.2601888,11.753804,3
649,5.016273,6.031004,8
650,-5.529333,-1.7759719,0
651,9.254786,0.8736711,2
652,8.108247,0.7683286,2
653,-6.028071,4.979902,5
654,13.727128,-4.0252686,1
655,1.7170188,-3.2720916,6
656,-6.4529285,-2.311345,0
657,11.8765745,-3.6936846,1
658,14.477755,-2.4480557,1
659,4.8472395,12.59534,9
660,-1.7582139,11.315752,3
661,-1.6578321,12.436105,3
662,-5.6932406,4.852429,5
663,-1.0366442,10.879473,3
664,8.907373,0.7427541,2
665,15.036221,7.515455,7
666,-6.2163634,-2.2478545,0
667,-6.4297314,-1.6806092,0
668,4.5558147,6.1968584,8
669,0.9826072,-2.1632197,6
670,9.266718,16.901335,4
671,13.258337,-3.9079838,1
672,-5.264743,4.9595804,5
673,4.8752265,6.0495906,8
674,4.904083,4.7516437,8
675,3.2401643,-3.2228549,6
676,14.83721,7.062099,7
677,9.90825,2.5821462,2
678,14.006541,-4.144026,1
679,14.250754,8.8896885,7
680,9.11436,0.93260485,2
681,12.463915,-3.8519394,1
682,-5.5474353,-2.9220276,0
683,-1.0884415,11.971589,3
684,3.1285942,-2.825059,6
685,12.65978,-3.3391163,1
686,-4.9813585,6.1053224,5
687,1.5844923,-2.29824,6
688,-6.9971404,6.5276113,5
689,7.8020496,0.7936153,2
690,-2.253434,10.593607,3
691,9.549091,2.393107,2
692,16.191767,7.348841,7
693,-1.380511,11.619809,3
694,13.639762,-5.6963396,1
695,11.782901,15.860894,4
696,14.971312,7.6327605,7
697,14.557979,6.9687147,7
698,7.02914,12.040956,9
699,9.841572,2.2093642,2
700,-5.826803,-1.4407873,0
701,9.405537,15.634297,4
702,5.4538136,12.568119,9
703,0.6714413,-3.1108274,6
704,2.250309,-1.2683283,6
705,12.132401,-4.9774327,1
706,10.932656,16.289484,4
707,-1.2363032,10.815902,3
708,14.490371,8.494457,7
709,-6.837632,6.636771,5
710,10.091825,14.856798,4
711,9.882279,1.6249923,2
712,14.421322,9.150997,7
713,2.7878768,-3.7018595,6
714,11.662004,-3.5427716,1
715,8.034627,0.41040683,2
716,-1.4591693,10.224243,3
717,-1.2877771,10.92739,3
718,13.929657,8.196492,7
719,12.38591,8.24067,7
720,2.6032088,3.8914802,5
721,-4.8996778,-3.1339335,0
722,2.077614,-2.1846228,6
723,7.6687975,0.37938732,2
724,-6.4223175,-2.734077,0
725,14.882806,7.89015,7
726,-2.1754997,10.643663,3
727,7.939132,0.7509283,2
728,3.9932141,5.241206,8
729,-6.1251826,5.048271,5
730,16.112482,6.787795,7
731,14.0949135,7.9937735,7
732,5.3235126,4.9780784,8
733,4.0709004,6.401898,8
734,-5.5244145,5.6028523,5
735,10.660581,2.2816556,2
736,10.077079,2.2950976,2
737,-7.218843,6.2046576,5
738,-2.3169088,10.226913,3
739,-2.221667,10.143777,3
740,9.936972,2.9219942,2
741,-5.949746,6.1068654,5
742,9.801745,16.799921,4
743,15.317215,7.2590446,7
744,3.1485875,-3.9258826,6
745,10.307095,17.223217,4
746,-4.799691,5.5703855,5
747,10.736382,16.019293,4
748,-6.587665,-3.0925126,0
749,15.990785,6.8565693,7
750,8.796276,1.330616,2
751,10.109859,2.2182333,2
752,2.920407,5.5952344,8
753,10.523478,15.898786,4
754,3.0747437,-3.8559904,6
755,10.280729,17.995632,4
756,15.692598,6.3745675,7
757,9.429125,2.3672044,2
758,15.025847,7.5885553,7
759,12.306203,-4.0497193,1
760,3.2342787,5.1427546,8
761,14.818425,8.035305,7
762,-5.8402977,-2.6216786,0
763,1.303477,-3.017628,6
764,5.089469,5.2433996,8
765,-6.157915,7.111983,5
766,8.196251,1.3027971,2
767,9.3345175,16.527483,4
768,14.214118,7.3732843,7
769,3.403074,-3.4044607,6
770,14.444232,7.288218,7
771,-5.2724047,7.0406437,5
772,3.397049,-3.494774,6
773,8.063106,0.8818941,2
774,13.269525,-4.102073,1
775,-7.053699,-2.7633085,0
776,-5.694173,6.7641964,5
777,-6.9002423,-3.3389444,0
778,5.5583715,11.648817,9
779,-5.0461287,5.215867,5
780,4.473237,12.668568,9
781,14.990377,9.018717,7
782,-5.924098,-1.3981283,0
783,16.01304,7.9143395,7
784,0.2587816,-2.815376,6
785,13.285988,-4.90367,1
786,15.619387,5.992717,7
787,12.578321,8.332228,7
788,15.292641,6.7597923,7
789,12.314119,8.317812,7
790,6.087626,12.341806,9
791,10.743276,15.636815,4
792,-1.0214195,11.410816,3
793,1.29112,-2.040757,6
794,15.273257,6.357878,7
795,14.710501,8.934266,7
796,-1.6482544,11.877222,3
797,13.843203,9.22687,7
798,-7.0583982,7.0911055,5
799,-1.053145,12.393742,3
800,14.08528,-3.7096791,1
801,15.546107,7.160743,7
802,1.5569725,-2.7039137,6
803,-6.1002097,-2.3375359,0
804,-0.75816715,10.24432,3
805,10.566745,1.933482,2
806,4.9593534,11.529771,9
807,5.776416,12.961589,9
808,-0.13006121,10.795082,3
809,7.71264,0.78375286,2
810,15.202987,8.439256,7
811,14.447187,0.38053602,1
812,-5.988452,5.981629,5
813,12.438455,8.427876,7
814,5.0939918,12.186544,9
815,-0.46192026,10.700886,3
816,12.977223,-4.866992,1
817,-5.510499,-3.4078934,0
818,-6.7402506,6.809024,5
819,-6.301487,-2.5738866,0
820,1.9667394,-1.5723945,6
821,-5.3616357,7.171396,5
822,13.763191,-4.9143796,1
823,12.248353,-4.911998,1
824,5.595765,13.875926,9
825,-5.0072837,5.7129817,5
826,1.9773008,-1.9072661,6
827,2.9755738,-3.8935587,6
828,11.467475,16.931427,4
829,11.753788,-3.5954113,1
830,14.117624,-5.3429213,1
831,10.248314,16.403824,4
832,-6.410501,5.182777,5
833,8.914996,0.9699755,2
834,1.0279243,-1.2735391,6
835,-5.171285,7.1579704,5
836,-1.257217,10.079113,3
837,-0.5930067,11.568562,3
838,-5.5104856,-1.6856502,0
839,-2.342346,11.308552,3
840,11.050987,17.06496,4
841,13.729648,7.7590084,7
842,12.1801605,-4.5894923,1
843,11.975668,-5.4212723,1
844,10.518786,17.616417,4
845,11.684619,-4.680247,1
846,13.691669,-4.3900857,1
847,10.826725,1.796724,2
848,5.1276054,5.1280713,8
849,9.111231,17.623287,4
850,14.445509,0.33486244,1
851,10.433514,2.2891028,2
852,15.306134,8.064744,7
853,12.144829,-5.001398,1
854,7.6593027,0.67859346,2
855,12.679855,8.366616,7
856,13.095228,-4.267471,1
857,-1.3174111,11.29847,3
858,8.927982,16.894756,4
859,1.3519968,-0.88886225,6
860,9.739605,16.250416,4
861,-5.9187717,5.9875917,5
862,9.594583,2.8632782,2
863,-7.1819844,6.7712975,5
864,0.10093415,-1.8244294,6
865,-6.1256323,-3.5216126,0
866,5.8887186,12.619642,9
867,-5.800214,5.2594814,5
868,13.368541,-4.7947626,1
869,-6.862369,6.2283564,5
870,-6.759977,-3.2643647,0
871,9.212495,2.2379262,2
872,0.7660984,-3.244062,6
873,9.751967,17.460367,4
874,-5.9572864,-2.6330662,0
875,3.1089885,5.1581798,8
876,14.264822,8.967734,7
877,9.926086,16.90732,4
878,3.242142,-2.6001017,6
879,6.9753294,12.136084,9
880,10.013554,17.592072,4
881,4.676065,5.4035244,8
882,-6.6217217,-2.7699876,0
883,4.751156,11.960965,9
884,11.423448,15.318986,4
885,9.33375,17.279911,4
886,5.8379965,12.735838,9
887,11.931889,-3.8869543,1
888,8.624057,0.7213803,2
889,11.750907,-5.723329,1
890,-2.3619916,10.750409,3
891,3.8225756,5.4269123,8
892,-1.4287889,11.713028,3
893,11.269012,-4.1744943,1
894,14.642992,6.552099,7
895,13.618078,-4.0523477,1
896,9.640189,17.106508,4
897,13.052166,-4.4002547,1
898,6.05218,13.044458,9
899,-5.0367928,-3.5238078,0
900,14.157527,-4.139724,1
901,13.687439,-4.198666,1
902,15.305023,7.8904047,7
903,-6.765674,7.131316,5
904,14.486605,8.142826,7
905,5.4170513,6.097098,8
